Date,Coal Electric Power Sector CO2 Emissions,"Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions",Geothermal Energy Electric Power Sector CO2 Emissions,Natural Gas Electric Power Sector CO2 Emissions,Non-Biomass Waste Electric Power Sector CO2 Emissions,Petroleum Coke Electric Power Sector CO2 Emissions,Petroleum Electric Power Sector CO2 Emissions,Residual Fuel Oil Electric Power Sector CO2 Emissions,Total Energy Electric Power Sector CO2 Emissions
2011-07-01,173.728,0.473,0.034,50.694,0.962,1.464,2.734,0.797,228.152
2011-08-01,169.987,0.345,0.034,49.767,0.962,1.316,2.343,0.681,223.092
2011-09-01,141.456,0.302,0.032,36.941,0.931,1.281,2.08,0.496,181.441
2011-10-01,128.32,0.309,0.034,31.04,0.962,0.933,1.731,0.49,162.087
2011-11-01,123.628,0.316,0.032,29.308,0.931,0.703,1.498,0.479,155.398
2011-12-01,135.527,0.368,0.034,33.18,0.962,1.021,1.867,0.478,171.569
2012-01-01,129.542,0.352,0.034,35.11,0.969,1.169,2.045,0.524,167.699
2012-02-01,115.247,0.282,0.032,34.877,0.906,0.927,1.604,0.394,152.665
2012-03-01,105.084,0.258,0.034,36.456,0.969,0.521,1.224,0.445,143.766
2012-04-01,94.674,0.29,0.033,38.626,0.937,0.484,1.191,0.416,135.462
2012-05-01,114.96,0.369,0.034,43.922,0.969,0.617,1.423,0.438,161.308
2012-06-01,131.167,0.362,0.033,47.572,0.937,0.666,1.703,0.676,181.412
2012-07-01,158.331,0.393,0.034,58.49,0.969,0.74,1.938,0.804,219.762
2012-08-01,151.36,0.308,0.034,54.282,0.969,0.779,1.671,0.584,208.316
2012-09-01,127.184,0.269,0.033,43.384,0.937,0.731,1.438,0.438,172.976
2012-10-01,121.741,0.289,0.034,36.176,0.969,0.667,1.428,0.471,160.346
2012-11-01,127.974,0.309,0.033,31.355,0.937,0.695,1.425,0.421,161.725
2012-12-01,133.974,0.354,0.034,32.434,0.969,0.689,1.478,0.435,168.888
2013-01-01,137.055,0.459,0.034,34.294,0.941,0.961,2.182,0.763,174.506
2013-02-01,122.562,0.305,0.031,30.857,0.85,0.844,1.655,0.506,155.955
2013-03-01,128.606,0.291,0.034,32.778,0.941,0.912,1.64,0.437,163.999
2013-04-01,110.959,0.3,0.033,30.64,0.91,0.841,1.585,0.443,144.127
2013-05-01,118.029,0.353,0.034,33.337,0.941,1.194,1.984,0.437,154.325
2013-06-01,137.026,0.295,0.033,39.974,0.91,1.214,1.975,0.467,179.919
2013-07-01,151.952,0.446,0.034,49.416,0.941,1.219,2.343,0.677,204.685
2013-08-01,149.701,0.28,0.034,48.842,0.941,1.266,2.05,0.504,201.568
2013-09-01,132.785,0.272,0.033,40.751,0.91,1.146,1.852,0.434,176.332
2013-10-01,121.075,0.275,0.034,34.547,0.941,1.058,1.765,0.432,158.363
2013-11-01,120.445,0.325,0.033,32.614,0.91,0.833,1.555,0.396,155.558
2013-12-01,141.155,0.452,0.034,36.308,0.941,1.023,2.063,0.588,180.501
2014-01-01,153.85,2.085,0.035,36.133,0.945,1.204,5.411,2.123,196.375
2014-02-01,140.102,0.565,0.032,30.036,0.854,0.989,2.323,0.769,173.347
2014-03-01,132.664,0.611,0.035,30.554,0.945,1.16,2.648,0.877,166.847
2014-04-01,106.751,0.276,0.034,29.885,0.915,0.805,1.5,0.419,139.085
2014-05-01,117.672,0.347,0.035,35.211,0.945,1.083,1.799,0.369,155.662
2014-06-01,136.577,0.287,0.034,39.228,0.915,1.125,1.809,0.397,178.563
2014-07-01,149.776,0.277,0.035,45.901,0.945,1.042,1.799,0.48,198.458
2014-08-01,148.995,0.297,0.035,48.871,0.945,1.045,1.841,0.5,200.688
2014-09-01,126.983,0.296,0.034,41.961,0.915,1.027,1.734,0.411,171.627
2014-10-01,112.3,0.275,0.035,38.286,0.945,0.615,1.288,0.398,152.855
2014-11-01,118.837,0.346,0.034,32.703,0.915,0.79,1.519,0.383,154.008
2014-12-01,124.629,0.348,0.035,34.8,0.945,1.181,1.902,0.372,162.311
2015-01-01,130.232,0.556,0.035,39.155,0.945,1.108,2.541,0.877,172.91
2015-02-01,122.417,1.595,0.032,35.668,0.854,1.161,4.823,2.067,163.794
2015-03-01,106.412,0.354,0.035,38.872,0.945,0.772,1.548,0.423,147.814
2015-04-01,88.646,0.263,0.034,36.61,0.915,0.822,1.503,0.417,127.708
2015-05-01,104.498,0.353,0.035,40.44,0.945,0.964,1.707,0.39,147.627
2015-06-01,126.28,0.334,0.034,48.92,0.915,0.872,1.65,0.445,177.799
2015-07-01,140.283,0.323,0.035,57.712,0.945,1.174,2.084,0.588,201.06
2015-08-01,135.156,0.302,0.035,56.662,0.945,1.106,1.936,0.529,194.735
2015-09-01,118.653,0.276,0.034,49.384,0.915,1.062,1.804,0.465,170.79
2015-10-01,98.469,0.266,0.035,43.68,0.945,0.868,1.563,0.428,144.693
2015-11-01,90.263,0.338,0.034,40.394,0.915,0.727,1.525,0.461,133.131
2015-12-01,91.658,0.337,0.035,42.27,0.945,0.78,1.513,0.396,136.421
2016-01-01,113.495,0.502,0.035,42.566,0.943,0.96,1.991,0.528,159.03
2016-02-01,92.416,0.353,0.033,37.918,0.882,0.937,1.857,0.567,133.106
2016-03-01,72.84,0.279,0.035,40.525,0.943,1.041,1.654,0.334,115.997
2016-04-01,71.41,0.259,0.034,39.763,0.912,1.096,1.695,0.34,113.815
2016-05-01,82.51,0.34,0.035,44.21,0.943,1.035,1.743,0.368,129.44
2016-06-01,115.772,0.293,0.034,53.567,0.912,1.075,1.789,0.42,172.074
2016-07-01,135.958,0.342,0.035,62.881,0.943,1.137,2.141,0.662,201.958
